timestamp,steps,hr_bpm,cadence_true_spm,valid,hr_smooth,dHR_dt,cadence_spm,gate_open,is_stress,stress_score,gt_kind
2026-08-23 16:09:30,0,65.0,0.0,True,64.69971757026585,-1.273752635075572,0.0,True,False,0.0,baseline
2026-08-23 16:09:40,0,64.8,0.0,True,64.59957635539877,-0.9282358970529765,0.0,True,False,0.0,baseline
2026-08-23 16:09:50,0,64.5,0.0,True,64.46603119976481,-0.5827191590303807,0.0,True,False,0.0,baseline
2026-08-23 16:10:00,0,63.6,0.0,True,64.32682457742499,-0.23720242100787128,0.0,True,False,0.0,baseline
2026-08-23 16:10:10,0,63.6,0.0,True,64.308755384656,0.04556321152173839,0.0,True,False,0.0,baseline
2026-08-23 16:10:20,0,64.5,0.0,True,64.40881208932967,0.2752084269240314,0.0,True,False,0.0,baseline
2026-08-23 16:10:30,0,64.4,0.0,True,64.51033747555829,0.33643599919462724,0.0,True,False,0.0,baseline
2026-08-23 16:10:40,0,65.1,0.0,True,64.61358577437994,0.1430219522833713,0.0,True,False,0.0,baseline
2026-08-23 16:10:50,0,66.0,0.0,True,64.63576503559825,-0.16226938829493018,0.0,True,False,0.0,baseline
2026-08-23 16:11:00,0,65.2,0.0,True,64.56390513608294,-0.4374627697795093,0.0,True,False,0.0,baseline
2026-08-23 16:11:10,0,64.1,0.0,True,64.38602942591476,-0.556995184322561,0.0,True,False,0.0,baseline
2026-08-23 16:11:20,0,63.3,0.0,True,64.25582528673237,-0.5050744153003078,0.0,True,False,0.0,baseline
2026-08-23 16:11:30,0,64.6,0.0,True,64.15159202867206,-0.3337612869233227,0.0,True,False,0.0,baseline
2026-08-23 16:11:40,0,63.4,0.0,True,64.17262410872374,-0.1430750397002151,0.0,True,False,0.0,baseline
2026-08-23 16:11:50,0,64.2,0.0,True,64.18909354022938,-0.05837748957000073,0.0,True,False,0.0,baseline
2026-08-23 16:12:00,0,64.4,0.0,True,64.20374522843991,-0.06198094960620582,0.0,True,False,0.0,baseline
2026-08-23 16:12:10,0,65.3,0.0,True,64.18568778805708,-0.15091456791009553,0.0,True,False,0.0,baseline
2026-08-23 16:12:20,0,64.0,0.0,True,64.13191164568376,-0.23642918562755655,0.0,True,False,0.0,baseline
2026-08-23 16:12:30,0,64.1,0.0,True,64.0834541109244,-0.27563438190196865,0.0,True,False,0.0,baseline
2026-08-23 16:12:40,0,64.2,0.0,True,64.03223892798576,-0.23577864182668748,0.0,True,False,0.0,baseline
2026-08-23 16:12:50,0,63.7,0.0,True,63.96973023304475,-0.1280764849129873,0.0,True,False,0.0,baseline
2026-08-23 16:13:00,0,63.2,0.0,True,63.95217657694453,0.026136734039037938,0.0,True,False,0.0,baseline
2026-08-23 16:13:10,0,64.9,0.0,True,63.97665235033506,0.2347060753309111,0.0,True,False,0.0,baseline
2026-08-23 16:13:20,0,63.8,0.0,True,64.03057018211476,0.3859645244160389,0.0,True,False,0.0,baseline
2026-08-23 16:13:30,0,63.4,0.0,True,64.12291637758025,0.38726467995147007,0.0,True,False,0.0,baseline
2026-08-23 16:13:40,0,65.0,0.0,True,64.26908196930911,0.26025180595502123,0.0,True,False,0.0,baseline
2026-08-23 16:13:50,0,64.9,0.0,True,64.31009455592282,0.07304280437965856,0.0,True,False,0.0,baseline
2026-08-23 16:14:00,0,64.4,0.0,True,64.25278956852365,-0.11984953932289368,0.0,True,False,0.0,baseline
2026-08-23 16:14:10,0,64.0,0.0,True,64.17094950921177,-0.2577168062459125,0.0,True,False,0.0,baseline
2026-08-23 16:14:20,0,64.0,0.0,True,64.1176010347685,-0.2849654456384778,0.0,True,False,0.0,baseline
2026-08-23 16:14:30,0,64.2,0.0,True,64.08385273278664,-0.30256546882791846,0.0,True,False,0.0,baseline
2026-08-23 16:14:40,0,63.8,0.0,True,64.06407988626921,-0.4241644987267566,0.0,True,False,0.0,baseline
2026-08-23 16:14:50,0,64.5,0.0,True,64.02165368746331,-0.6700290403181273,0.0,True,False,0.0,baseline
2026-08-23 16:15:00,0,65.1,0.0,True,63.899503103234636,-0.8882793743434535,0.0,True,False,0.0,baseline
2026-08-23 16:15:10,0,64.0,0.0,True,63.6772697028784,-0.9724334136164848,0.0,True,False,0.0,baseline
2026-08-23 16:15:20,0,62.6,0.0,True,63.401247919668556,-0.8650882599208182,0.0,True,False,0.0,baseline
2026-08-23 16:15:30,0,62.0,0.0,True,63.25876745640347,-0.5483530543071861,0.0,True,False,0.0,baseline
2026-08-23 16:15:40,0,62.8,0.0,True,63.22608156920562,-0.14801002441140412,0.0,True,False,0.0,baseline
2026-08-23 16:15:50,0,64.9,0.0,True,63.26440927687538,0.19195038236820283,0.0,True,False,0.0,baseline
2026-08-23 16:16:00,0,62.7,0.0,True,63.38013853069102,0.3567596623996691,0.0,True,False,0.0,baseline
2026-08-23 16:16:10,0,63.6,0.0,True,63.4592242062885,0.34531460045013934,0.0,True,False,0.0,baseline
2026-08-23 16:16:20,0,64.0,0.0,True,63.51484724960073,0.2521362576232668,0.0,True,False,0.0,baseline
2026-08-23 16:16:30,0,63.3,0.0,True,63.55627816784641,0.04740919582886136,0.0,True,False,0.0,baseline
2026-08-23 16:16:40,0,64.3,0.0,True,63.523755447399814,-0.12441633332738851,0.0,True,False,0.0,baseline
2026-08-23 16:16:50,0,63.0,0.0,True,63.52852530151986,-0.2848350608953287,0.0,True,False,0.0,baseline
2026-08-23 16:17:00,0,65.2,0.0,True,63.40471603922655,-0.38915487004105037,0.0,True,False,0.0,baseline
2026-08-23 16:17:10,0,62.8,0.0,True,63.34835945013766,-0.40476239562216876,0.0,True,False,0.0,baseline
2026-08-23 16:17:20,0,63.6,0.0,True,63.25006276940504,-0.36283032047364355,0.0,True,False,0.0,baseline
2026-08-23 16:17:30,0,63.0,0.0,True,63.193443216906594,-0.20994139397547154,0.0,True,False,0.0,baseline
2026-08-23 16:17:40,0,62.6,0.0,True,63.16906420055925,-0.06347127123510751,0.0,True,False,0.0,baseline
2026-08-23 16:17:50,0,63.2,0.0,True,63.172862550971765,0.13670602058513215,0.0,True,False,0.0,baseline
2026-08-23 16:18:00,0,62.9,0.0,True,63.22213799321291,0.209667649169575,0.0,True,False,0.0,baseline
